generated_at,runs_declared,result_run,result_wasm_features,result_duration_ms,stats_start_time,stats_duration_ms,wasm_features_file,wasm_preload,machine_platform,machine_release,machine_arch,cpu_model,cpu_cores,total_mem_bytes,load_avg_1,load_avg_5,load_avg_15,hostname,git_commit,git_branch,git_status_dirty,ui_run_id,ui_timestamp,scope,dataset_name,dataset_size,dimensions,ui_wasm_features,wasm_mode,runtime_ms,memory_delta_mb,trustworthiness,fps_avg,responsiveness_ms
2026-01-31T13:55:25.757Z,10,1,nn,38060,2026-01-31T13:55:39.743Z,24375.746000000003,nn,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.34,1.11,1.11,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T13:56:04.692Z,mid,Medium Clustered (600 points),600,50,NN,wasm:NN,3820.2999999970198,15.0772066116333,0.9512799751600267,50.152424033901795,23.793333333730697
2026-01-31T13:55:25.757Z,10,2,nn,37480,2026-01-31T13:56:16.993Z,24692.267999999996,nn,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.34,1.11,1.11,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T13:56:35.336Z,mid,"Swiss Roll (600 points, 3D manifold)",600,3,NN,wasm:NN,2993.5,26.695555686950684,0.9937255182955956,60.00983767830792,19.85454545440999
2026-01-31T13:55:25.757Z,10,2,nn,37480,2026-01-31T13:56:16.993Z,24692.267999999996,nn,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.34,1.11,1.11,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T13:56:42.158Z,mid,Medium Clustered (600 points),600,50,NN,wasm:NN,3724.39999999851,20.337356567382812,0.9518355307155824,53.0,23.126666666567324
2026-01-31T13:55:25.757Z,10,3,nn,37523,2026-01-31T13:56:54.749Z,24409.798000000003,nn,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.34,1.11,1.11,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T13:57:13.128Z,mid,"Swiss Roll (600 points, 3D manifold)",600,3,NN,wasm:NN,2913.5,28.50221347808838,0.9944399063724085,59.946048556388575,18.409090907736257
2026-01-31T13:55:25.757Z,10,3,nn,37523,2026-01-31T13:56:54.749Z,24409.798000000003,nn,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.34,1.11,1.11,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T13:57:19.709Z,mid,Medium Clustered (600 points),600,50,NN,wasm:NN,3612.0,21.321202278137207,0.9505474347950702,53.13391715021398,22.006666666269304
2026-01-31T13:55:25.757Z,10,4,nn,37886,2026-01-31T13:57:32.705Z,24321.068,nn,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.34,1.11,1.11,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T13:57:50.954Z,mid,"Swiss Roll (600 points, 3D manifold)",600,3,NN,wasm:NN,2906.0,28.532259941101074,0.9948652909143021,60.074847350885875,18.918181818994608
2026-01-31T13:55:25.757Z,10,4,nn,37886,2026-01-31T13:57:32.705Z,24321.068,nn,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.34,1.11,1.11,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T13:57:57.569Z,mid,Medium Clustered (600 points),600,50,NN,wasm:NN,3656.0,7.769162178039551,0.9488869781217159,52.99470052986805,23.1066666662693
2026-01-31T13:55:25.757Z,10,5,nn,38026,2026-01-31T13:58:10.352Z,24745.386,nn,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.34,1.11,1.11,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T13:58:28.890Z,mid,"Swiss Roll (600 points, 3D manifold)",600,3,NN,wasm:NN,2940.7999999970198,29.120116233825684,0.9938819623578867,59.988002399341354,19.681818181818183
2026-01-31T13:55:25.757Z,10,5,nn,38026,2026-01-31T13:58:10.352Z,24745.386,nn,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.34,1.11,1.11,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T13:58:35.593Z,mid,Medium Clustered (600 points),600,50,NN,wasm:NN,3687.39999999851,20.279900550842285,0.9505706028470431,53.123462862764384,23.22000000079473
2026-01-31T13:55:25.757Z,10,6,nn,37440,2026-01-31T13:58:49.052Z,24260.166999999998,nn,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.34,1.11,1.11,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T13:59:06.284Z,mid,"Swiss Roll (600 points, 3D manifold)",600,3,NN,wasm:NN,3051.9000000059605,18.802538871765137,0.9937386548199102,60.003934684153634,18.681818181140855
2026-01-31T13:55:25.757Z,10,6,nn,37440,2026-01-31T13:58:49.052Z,24260.166999999998,nn,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.34,1.11,1.11,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T13:59:13.037Z,mid,Medium Clustered (600 points),600,50,NN,wasm:NN,3717.6999999955297,1.0811243057250977,0.9508615171491354,52.134566200985944,23.84000000009934
2026-01-31T13:55:25.757Z,10,7,nn,38760,2026-01-31T13:59:27.023Z,24282.46,nn,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.34,1.11,1.11,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T13:59:44.131Z,mid,"Swiss Roll (600 points, 3D manifold)",600,3,NN,wasm:NN,3013.7999999970198,29.92389965057373,0.9941621285946307,60.039370078740156,20.34545454450629
2026-01-31T13:55:25.757Z,10,7,nn,38760,2026-01-31T13:59:27.023Z,24282.46,nn,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.34,1.11,1.11,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T13:59:51.746Z,mid,Medium Clustered (600 points),600,50,NN,wasm:NN,3711.60000000149,8.858985900878906,0.9511175599503201,53.0,23.493333333730696
2026-01-31T13:55:25.757Z,10,8,nn,37626,2026-01-31T14:00:04.438Z,24486.066,nn,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.34,1.11,1.11,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T14:00:21.685Z,mid,"Swiss Roll (600 points, 3D manifold)",600,3,NN,wasm:NN,3065.6999999955297,20.616372108459473,0.9945034393809115,59.97001499250375,19.318181818859145
2026-01-31T13:55:25.757Z,10,8,nn,37626,2026-01-31T14:00:04.438Z,24486.066,nn,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.34,1.11,1.11,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T14:00:29.446Z,mid,Medium Clustered (600 points),600,50,NN,wasm:NN,3880.0,6.859007835388184,0.9487386548199102,53.133917150603516,24.81999999980132
2026-01-31T13:55:25.757Z,10,9,nn,37140,2026-01-31T14:00:42.042Z,24043.390000000003,nn,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.34,1.11,1.11,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T14:00:59.957Z,mid,"Swiss Roll (600 points, 3D manifold)",600,3,NN,wasm:NN,3011.10000000149,26.03561305999756,0.9942643546383874,60.0,21.318181818181817
2026-01-31T13:55:25.757Z,10,9,nn,37140,2026-01-31T14:00:42.042Z,24043.390000000003,nn,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.34,1.11,1.11,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T14:01:06.602Z,mid,Medium Clustered (600 points),600,50,NN,wasm:NN,3620.7999999970198,4.386676788330078,0.9527823158498137,54.16584597211022,21.633333332836628
2026-01-31T13:55:25.757Z,10,10,nn,38555,2026-01-31T14:01:19.013Z,25628.793999999998,nn,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.34,1.11,1.11,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T14:01:38.188Z,mid,"Swiss Roll (600 points, 3D manifold)",600,3,NN,wasm:NN,2939.60000000149,27.164050102233887,0.9941050444253368,59.95085995085995,19.718181818046354
2026-01-31T13:55:25.757Z,10,10,nn,38555,2026-01-31T14:01:19.013Z,25628.793999999998,nn,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.34,1.11,1.11,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T14:01:45.129Z,mid,Medium Clustered (600 points),600,50,NN,wasm:NN,3895.6999999955297,7.239302635192871,0.9519647463456578,51.989602079429176,29.95333333313465
2026-01-31T14:01:56.576Z,10,1,opt,36370,2026-01-31T14:02:10.911Z,22432.792999999998,opt,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.33,1.12,1.1,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T14:02:27.273Z,mid,"Swiss Roll (600 points, 3D manifold)",600,3,Opt,wasm:Opt,1809.5999999940395,15.43314266204834,0.9942968376803286,43.60753221010902,18.536363636905495
2026-01-31T14:01:56.576Z,10,1,opt,36370,2026-01-31T14:02:10.911Z,22432.792999999998,opt,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.33,1.12,1.1,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T14:02:33.083Z,mid,Medium Clustered (600 points),600,50,Opt,wasm:Opt,2488.2000000029802,13.632858276367188,0.9504588229674215,47.92810783824264,27.42666666607062
2026-01-31T14:01:56.576Z,10,2,opt,35470,2026-01-31T14:02:46.925Z,21893.739,opt,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.33,1.12,1.1,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T14:03:03.097Z,mid,"Swiss Roll (600 points, 3D manifold)",600,3,Opt,wasm:Opt,1724.6000000014901,16.030287742614746,0.9937799751600267,44.873670861314146,20.45454545522278
2026-01-31T14:01:56.576Z,10,2,opt,35470,2026-01-31T14:02:46.925Z,21893.739,opt,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.33,1.12,1.1,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T14:03:08.546Z,mid,Medium Clustered (600 points),600,50,Opt,wasm:Opt,2371.39999999851,18.019688606262207,0.9474123435559377,48.718698236524595,24.780000000198683
2026-01-31T14:01:56.576Z,10,3,opt,36183,2026-01-31T14:03:22.248Z,21993.317,opt,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.33,1.12,1.1,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T14:03:38.644Z,mid,"Swiss Roll (600 points, 3D manifold)",600,3,Opt,wasm:Opt,1677.1999999955297,15.498503684997559,0.99455311932741,45.742092457420924,19.454545454545453
2026-01-31T14:01:56.576Z,10,3,opt,36183,2026-01-31T14:03:22.248Z,21993.317,opt,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.33,1.12,1.1,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T14:03:44.726Z,mid,Medium Clustered (600 points),600,50,Opt,wasm:Opt,2367.39999999851,12.944302558898926,0.9466040890417503,47.46366063496633,23.440000000596047
2026-01-31T14:01:56.576Z,10,4,opt,34927,2026-01-31T14:03:57.366Z,21776.662999999997,opt,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.33,1.12,1.1,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T14:04:13.535Z,mid,"Swiss Roll (600 points, 3D manifold)",600,3,Opt,wasm:Opt,1685.6999999955297,14.827754020690918,0.9940642017770135,44.968522034441875,19.609090910039164
2026-01-31T14:01:56.576Z,10,4,opt,34927,2026-01-31T14:03:57.366Z,21776.662999999997,opt,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.33,1.12,1.1,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T14:04:19.688Z,mid,Medium Clustered (600 points),600,50,Opt,wasm:Opt,2367.1999999955297,11.790761947631836,0.9490790102226043,44.99550044988796,22.633333333830038
2026-01-31T14:01:56.576Z,10,5,opt,35161,2026-01-31T14:04:32.690Z,21613.68,opt,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.33,1.12,1.1,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T14:04:48.705Z,mid,"Swiss Roll (600 points, 3D manifold)",600,3,Opt,wasm:Opt,1698.7000000029802,16.770365715026855,0.9942399923569313,45.60777315083486,19.563636363907293
2026-01-31T14:01:56.576Z,10,5,opt,35161,2026-01-31T14:04:32.690Z,21613.68,opt,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.33,1.12,1.1,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T14:04:54.830Z,mid,Medium Clustered (600 points),600,50,Opt,wasm:Opt,2381.5,8.5130033493042,0.9484986146937996,47.92332268363477,24.379999999701976
2026-01-31T14:01:56.576Z,10,6,opt,35483,2026-01-31T14:05:07.746Z,22033.187,opt,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.33,1.12,1.1,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T14:05:24.662Z,mid,"Swiss Roll (600 points, 3D manifold)",600,3,Opt,wasm:Opt,1679.6000000014901,14.195738792419434,0.9949307346899781,45.742092457420924,19.272727272727273
2026-01-31T14:01:56.576Z,10,6,opt,35483,2026-01-31T14:05:07.746Z,22033.187,opt,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.33,1.12,1.1,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T14:05:30.287Z,mid,Medium Clustered (600 points),600,50,Opt,wasm:Opt,2433.2999999970198,18.30709743499756,0.9475143307537977,46.96243005609508,25.013333333532014
2026-01-31T14:01:56.576Z,10,7,opt,35287,2026-01-31T14:05:43.093Z,21984.637000000002,opt,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.33,1.12,1.1,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T14:05:59.966Z,mid,"Swiss Roll (600 points, 3D manifold)",600,3,Opt,wasm:Opt,1683.2000000029802,13.657511711120605,0.9931666188974874,47.10500490677134,18.57272727313367
2026-01-31T14:01:56.576Z,10,7,opt,35287,2026-01-31T14:05:43.093Z,21984.637000000002,opt,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.33,1.12,1.1,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T14:06:05.517Z,mid,Medium Clustered (600 points),600,50,Opt,wasm:Opt,2454.10000000149,10.933221817016602,0.94725637718544,46.62457503642545,22.8066666662693
2026-01-31T14:01:56.576Z,10,8,opt,35111,2026-01-31T14:06:18.207Z,22029.843,opt,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.33,1.12,1.1,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T14:06:35.160Z,mid,"Swiss Roll (600 points, 3D manifold)",600,3,Opt,wasm:Opt,1713.2999999970198,14.509627342224121,0.9942789242380816,45.72110128211099,19.54545454477722
2026-01-31T14:01:56.576Z,10,8,opt,35111,2026-01-31T14:06:18.207Z,22029.843,opt,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.33,1.12,1.1,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T14:06:40.730Z,mid,Medium Clustered (600 points),600,50,Opt,wasm:Opt,2496.0999999940395,11.605622291564941,0.9471539122957867,47.27201102985842,23.84666666587194
2026-01-31T14:01:56.576Z,10,9,opt,35200,2026-01-31T14:06:53.263Z,22121.958,opt,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.33,1.12,1.1,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T14:07:10.171Z,mid,"Swiss Roll (600 points, 3D manifold)",600,3,Opt,wasm:Opt,1699.7000000029802,15.040335655212402,0.9941929397152957,45.963229416603696,20.10909090936184
2026-01-31T14:01:56.576Z,10,9,opt,35200,2026-01-31T14:06:53.263Z,22121.958,opt,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.33,1.12,1.1,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T14:07:15.918Z,mid,Medium Clustered (600 points),600,50,Opt,wasm:Opt,2525.3000000044703,-3.1951093673706055,0.9487883347664087,45.997259737516515,26.500000000496705
2026-01-31T14:01:56.576Z,10,10,opt,35305,2026-01-31T14:07:28.761Z,21952.405,opt,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.33,1.12,1.1,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T14:07:45.841Z,mid,"Swiss Roll (600 points, 3D manifold)",600,3,Opt,wasm:Opt,1688.6000000014901,15.458388328552246,0.993667001050922,45.76436222005842,19.127272727137264
2026-01-31T14:01:56.576Z,10,10,opt,35305,2026-01-31T14:07:28.761Z,21952.405,opt,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,1.33,1.12,1.1,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T14:07:51.235Z,mid,Medium Clustered (600 points),600,50,Opt,wasm:Opt,2409.7999999970198,12.405674934387207,0.9497981752173498,46.051342347571406,21.473333332439264
2026-01-31T14:08:02.814Z,10,1,none,508969,2026-01-31T14:08:16.783Z,483068.00700000004,none,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,2.35,1.43,1.2,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T14:08:56.558Z,large,"MNIST-like (1K points, 784D)",1000,784,none,js,4663.69999999553,13.513181686401367,0.6067296654780099,59.90415335454347,120.88181818141179
2026-01-31T14:08:02.814Z,10,1,none,508969,2026-01-31T14:08:16.783Z,483068.00700000004,none,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,2.35,1.43,1.2,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T14:09:05.386Z,large,3D Dense Clusters (1K points),1000,75,none,js,4690.0999999940395,13.582667350769043,0.9972007980981491,48.92661008487269,32.0933333337307
2026-01-31T14:08:02.814Z,10,2,none,532072,2026-01-31T14:16:45.134Z,505873.925,none,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,2.35,1.43,1.2,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T14:17:23.875Z,large,"MNIST-like (1K points, 784D)",1000,784,none,js,4602.10000000149,15.079412460327148,0.6070829512650705,59.958029379255834,115.10000000081278
2026-01-31T14:08:02.814Z,10,2,none,532072,2026-01-31T14:16:45.134Z,505873.925,none,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,2.35,1.43,1.2,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T14:17:34.100Z,large,3D Dense Clusters (1K points),1000,75,none,js,4755.20000000298,21.984490394592285,0.9969129733401256,50.142562186902836,31.953333333631356
2026-01-31T14:08:02.814Z,10,3,none,524323,2026-01-31T14:25:36.768Z,498613.883,none,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,2.35,1.43,1.2,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T14:26:14.680Z,large,"MNIST-like (1K points, 784D)",1000,784,none,js,4603.19999999553,20.434667587280273,0.6084026150449992,60.086682427372544,115.61818181723356
2026-01-31T14:08:02.814Z,10,3,none,524323,2026-01-31T14:25:36.768Z,498613.883,none,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,2.35,1.43,1.2,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T14:26:23.952Z,large,3D Dense Clusters (1K points),1000,75,none,js,4439.0,2.330913543701172,0.9972456274409917,50.21662071674397,30.38000000019868
2026-01-31T14:08:02.814Z,10,4,none,518102,2026-01-31T14:34:21.083Z,493565.05,none,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,2.35,1.43,1.2,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T14:34:58.963Z,large,"MNIST-like (1K points, 784D)",1000,784,none,js,4506.20000000298,20.675539016723633,0.6020555272542027,59.97600959625087,107.14545454423536
2026-01-31T14:08:02.814Z,10,4,none,518102,2026-01-31T14:34:21.083Z,493565.05,none,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,2.35,1.43,1.2,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T14:35:07.806Z,large,3D Dense Clusters (1K points),1000,75,none,js,4703.60000000149,9.42934513092041,0.9967252504669724,49.22228785172274,34.05999999990066
2026-01-31T14:08:02.814Z,10,5,none,505955,2026-01-31T14:43:00.127Z,482222.63300000003,none,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,2.35,1.43,1.2,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T14:43:38.583Z,large,"MNIST-like (1K points, 784D)",1000,784,none,js,4583.10000000149,4.982363700866699,0.6032490236033283,60.13406940071925,115.32727272740819
2026-01-31T14:08:02.814Z,10,5,none,505955,2026-01-31T14:43:00.127Z,482222.63300000003,none,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,2.35,1.43,1.2,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,2,2026-01-31T14:43:47.155Z,large,3D Dense Clusters (1K points),1000,75,none,js,4513.29999999702,22.34098529815674,0.9967279673968416,49.995000499875516,30.23333333283663
2026-01-31T14:08:02.814Z,10,6,none,534447,2026-01-31T14:51:26.533Z,509126.25,none,True,linux,6.6.87.2-microsoft-standard-WSL2,x64,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,12,8240967680,2.35,1.43,1.2,DESKTOP-7R7IE5L,797405cb958467a6e21c0df3e11c8f4e74136a58,improve-tests,True,1,2026-01-31T14:52:04.712Z,large,"MNIST-like (1K points, 784D)",1000,784,none,js,4531.89999999851,2.060694694519043,0.6060688571913737,60.05710347569999,110.51818181777543
